Country,iso3,year,month,sex,age_group,type,expected.mean,acm.mean,excess.mean*
Suriname,SUR,2021,4,Female,>85,reported,364,353,-11
Suriname,SUR,2021,5,Male,0-24,reported,365,552,187
Suriname,SUR,2021,6,Male,25-34,reported,365,720,355
Suriname,SUR,2021,7,Male,35-44,reported,366,601,235
Suriname,SUR,2021,8,Male,45-54,reported,367,497,130
Suriname,SUR,2021,9,Male,55-64,reported,366,677,311
Suriname,SUR,2021,10,Male,65-74,reported,367,733,366
Suriname,SUR,2021,11,Male,75-84,reported,368,496,128
Suriname,SUR,2021,12,Male,>85,predicted,369,446,77
Slovakia,SVK,2020,1,Female,0-24,reported,4796,4991,195
Slovakia,SVK,2020,2,Female,25-34,reported,4868,4690,-178
Slovakia,SVK,2020,3,Female,35-44,reported,4743,4995,252
Slovakia,SVK,2020,4,Female,45-54,reported,4425,4282,-143
Slovakia,SVK,2020,5,Female,55-64,reported,4204,4229,25
Slovakia,SVK,2020,6,Female,65-74,reported,4116,4057,-59
Slovakia,SVK,2020,7,Female,75-84,reported,4162,4276,114
Slovakia,SVK,2020,8,Female,>85,reported,4182,4436,254
Slovakia,SVK,2020,9,Male,0-24,reported,4187,4327,140
Slovakia,SVK,2020,10,Male,25-34,reported,4289,5389,1100
Slovakia,SVK,2020,11,Male,35-44,reported,4484,6051,1567
Slovakia,SVK,2020,12,Male,45-54,reported,4784,7366,2582
Slovakia,SVK,2021,1,Male,55-64,reported,4777,9081,4304
Slovakia,SVK,2021,2,Male,65-74,reported,4864,8040,3175
Slovakia,SVK,2021,3,Male,75-84,reported,4736,7594,2858
Slovakia,SVK,2021,4,Male,>85,reported,4428,5512,1084
Slovakia,SVK,2021,5,Female,0-24,reported,4197,4682,485
Slovakia,SVK,2021,6,Female,25-34,reported,4114,4450,335
Slovakia,SVK,2021,7,Female,35-44,reported,4155,4298,143
Slovakia,SVK,2021,8,Female,45-54,reported,4181,4280,99
Slovakia,SVK,2021,9,Female,55-64,reported,4187,4632,445
Slovakia,SVK,2021,10,Female,65-74,reported,4284,5673,1389
Slovakia,SVK,2021,11,Female,75-84,reported,4471,7518,3047
Slovakia,SVK,2021,12,Female,>85,reported,4773,7701,2928
Slovenia,SVN,2020,1,Male,0-24,reported,1934,2138,204
Slovenia,SVN,2020,2,Male,25-34,reported,1990,1969,-21
Slovenia,SVN,2020,3,Male,35-44,reported,1991,1860,-131
Slovenia,SVN,2020,4,Male,45-54,reported,1960,1692,-269
Slovenia,SVN,2020,5,Male,55-64,reported,1917,1780,-137
Slovenia,SVN,2020,6,Male,65-74,reported,1862,1493,-369
Slovenia,SVN,2020,7,Male,75-84,reported,1789,1749,-40
Slovenia,SVN,2020,8,Male,>85,reported,1739,1667,-72
Slovenia,SVN,2020,9,Female,0-24,reported,1749,1663,-86
Slovenia,SVN,2020,10,Female,25-34,reported,1806,1929,123
Slovenia,SVN,2020,11,Female,35-44,reported,1903,2927,1024
Slovenia,SVN,2020,12,Female,45-54,reported,2001,3093,1092
Slovenia,SVN,2021,1,Female,55-64,reported,2009,3006,997
Slovenia,SVN,2021,2,Female,65-74,reported,2072,1963,-109
Slovenia,SVN,2021,3,Female,75-84,reported,2070,1996,-74
Slovenia,SVN,2021,4,Female,>85,reported,2033,1831,-202
Slovenia,SVN,2021,5,Male,0-24,reported,1990,1764,-226
Slovenia,SVN,2021,6,Male,25-34,reported,1935,1701,-234
Slovenia,SVN,2021,7,Male,35-44,reported,1858,1586,-272
Slovenia,SVN,2021,8,Male,45-54,reported,1808,1547,-261
Slovenia,SVN,2021,9,Male,55-64,reported,1814,1704,-110
Slovenia,SVN,2021,10,Male,65-74,reported,1871,1917,46
Slovenia,SVN,2021,11,Male,75-84,reported,1981,2384,403
Slovenia,SVN,2021,12,Male,>85,reported,2081,2365,284
Sweden,SWE,2020,1,Female,0-24,reported,8009,8073,64
Sweden,SWE,2020,2,Female,25-34,reported,7711,7381,-330
Sweden,SWE,2020,3,Female,35-44,reported,7959,8396,437
Sweden,SWE,2020,4,Female,45-54,reported,7338,10345,3007
Sweden,SWE,2020,5,Female,55-64,reported,6851,8705,1854
Sweden,SWE,2020,6,Female,65-74,reported,6478,7263,785
Sweden,SWE,2020,7,Female,75-84,reported,6723,6847,124
Sweden,SWE,2020,8,Female,>85,reported,6665,6811,146
Sweden,SWE,2020,9,Male,0-24,reported,6625,6566,-59
Sweden,SWE,2020,10,Male,25-34,reported,7028,7058,30
Sweden,SWE,2020,11,Male,35-44,reported,7145,8037,892
Sweden,SWE,2020,12,Male,45-54,reported,7945,9930,1984
Sweden,SWE,2021,1,Male,55-64,reported,7939,9921,1982
Sweden,SWE,2021,2,Male,65-74,reported,7652,7348,-304
Sweden,SWE,2021,3,Male,75-84,reported,7896,7569,-327
Sweden,SWE,2021,4,Male,>85,reported,7278,7155,-123
Sweden,SWE,2021,5,Female,0-24,reported,6793,7065,272
Sweden,SWE,2021,6,Female,25-34,reported,6423,6395,-28
Sweden,SWE,2021,7,Female,35-44,reported,6664,6814,150
Sweden,SWE,2021,8,Female,45-54,reported,6596,6833,237
Sweden,SWE,2021,9,Female,55-64,reported,6558,6946,388
Sweden,SWE,2021,10,Female,65-74,reported,6970,7303,333
Sweden,SWE,2021,11,Female,75-84,reported,7099,7397,298
Sweden,SWE,2021,12,Female,>85,reported,7876,8273,397
Eswatini,SWZ,2020,1,Male,0-24,predicted,942,961,19
Eswatini,SWZ,2020,2,Male,25-34,predicted,944,933,-10
Eswatini,SWZ,2020,3,Male,35-44,predicted,949,921,-28
Eswatini,SWZ,2020,4,Male,45-54,predicted,963,902,-61
Eswatini,SWZ,2020,5,Male,55-64,predicted,977,935,-42
Eswatini,SWZ,2020,6,Male,65-74,predicted,992,1034,42
Eswatini,SWZ,2020,7,Male,75-84,predicted,994,1124,130
Eswatini,SWZ,2020,8,Male,>85,predicted,986,1182,196
Eswatini,SWZ,2020,9,Female,0-24,predicted,970,1091,121
Eswatini,SWZ,2020,10,Female,25-34,predicted,960,1049,89
Eswatini,SWZ,2020,11,Female,35-44,predicted,953,1004,50
Eswatini,SWZ,2020,12,Female,45-54,predicted,948,1146,198
Eswatini,SWZ,2021,1,Female,55-64,predicted,922,1524,602
Eswatini,SWZ,2021,2,Female,65-74,predicted,925,1173,248
Eswatini,SWZ,2021,3,Female,75-84,predicted,930,1036,106
Eswatini,SWZ,2021,4,Female,>85,predicted,942,962,20
Eswatini,SWZ,2021,5,Male,0-24,predicted,958,946,-12
Eswatini,SWZ,2021,6,Male,25-34,predicted,970,971,1
Eswatini,SWZ,2021,7,Male,35-44,predicted,972,1224,252
Eswatini,SWZ,2021,8,Male,45-54,predicted,965,1598,633
Eswatini,SWZ,2021,9,Male,55-64,predicted,949,1259,310
Eswatini,SWZ,2021,10,Male,65-74,predicted,941,1048,108
Eswatini,SWZ,2021,11,Male,75-84,predicted,934,995,61
Eswatini,SWZ,2021,12,Male,>85,predicted,928,1081,154
Seychelles,SYC,2020,1,Female,0-24,reported,69,65,-4
Seychelles,SYC,2020,2,Female,25-34,reported,69,61,-8
Seychelles,SYC,2020,3,Female,35-44,reported,70,57,-13
Seychelles,SYC,2020,4,Female,45-54,reported,70,59,-11
Seychelles,SYC,2020,5,Female,55-64,reported,70,41,-29
Seychelles,SYC,2020,6,Female,65-74,reported,70,52,-18
Seychelles,SYC,2020,7,Female,75-84,reported,71,56,-15
Seychelles,SYC,2020,8,Female,>85,reported,71,50,-21
Seychelles,SYC,2020,9,Male,0-24,reported,71,54,-17
Seychelles,SYC,2020,10,Male,25-34,reported,71,43,-28
Seychelles,SYC,2020,11,Male,35-44,reported,71,66,-5
Seychelles,SYC,2020,12,Male,45-54,reported,72,64,-8
Seychelles,SYC,2021,1,Male,55-64,reported,72,69,-3
Seychelles,SYC,2021,2,Male,65-74,reported,72,78,6
Seychelles,SYC,2021,3,Male,75-84,reported,72,74,2
Seychelles,SYC,2021,4,Male,>85,reported,72,63,-9
Seychelles,SYC,2021,5,Female,0-24,reported,73,91,18
Seychelles,SYC,2021,6,Female,25-34,reported,73,108,35
Seychelles,SYC,2021,7,Female,35-44,reported,73,98,25
Seychelles,SYC,2021,8,Female,45-54,reported,73,66,-7
Seychelles,SYC,2021,9,Female,55-64,reported,73,72,-1
Seychelles,SYC,2021,10,Female,65-74,reported,74,72,-2
Seychelles,SYC,2021,11,Female,75-84,reported,74,59,-15
Seychelles,SYC,2021,12,Female,>85,reported,74,75,1
Syrian Arab Republic,SYR,2020,1,Male,0-24,predicted,6516,6663,147
Syrian Arab Republic,SYR,2020,2,Male,25-34,predicted,6385,6404,19
Syrian Arab Republic,SYR,2020,3,Male,35-44,predicted,6249,5709,-540
Syrian Arab Republic,SYR,2020,4,Male,45-54,predicted,6093,5442,-651
Syrian Arab Republic,SYR,2020,5,Male,55-64,predicted,5879,5579,-300
Syrian Arab Republic,SYR,2020,6,Male,65-74,predicted,5747,6006,260
Syrian Arab Republic,SYR,2020,7,Male,75-84,predicted,5632,6329,697
Syrian Arab Republic,SYR,2020,8,Male,>85,predicted,5653,6297,644
Syrian Arab Republic,SYR,2020,9,Female,0-24,predicted,5669,6196,527
Syrian Arab Republic,SYR,2020,10,Female,25-34,predicted,5906,6356,450
Syrian Arab Republic,SYR,2020,11,Female,35-44,predicted,6242,7110,868
Syrian Arab Republic,SYR,2020,12,Female,45-54,predicted,6391,7362,970
Syrian Arab Republic,SYR,2021,1,Female,55-64,predicted,5485,6074,590
Syrian Arab Republic,SYR,2021,2,Female,65-74,predicted,5428,5738,309
Syrian Arab Republic,SYR,2021,3,Female,75-84,predicted,5249,5886,637
Syrian Arab Republic,SYR,2021,4,Female,>85,predicted,5106,5814,708
Syrian Arab Republic,SYR,2021,5,Male,0-24,predicted,4980,5627,647
Syrian Arab Republic,SYR,2021,6,Male,25-34,predicted,4846,5529,683
Syrian Arab Republic,SYR,2021,7,Male,35-44,predicted,4750,5466,717
Syrian Arab Republic,SYR,2021,8,Male,45-54,predicted,4750,5590,840
Syrian Arab Republic,SYR,2021,9,Male,55-64,predicted,4774,5502,729
Syrian Arab Republic,SYR,2021,10,Male,65-74,predicted,4929,5628,699
Syrian Arab Republic,SYR,2021,11,Male,75-84,predicted,5188,5772,585
Syrian Arab Republic,SYR,2021,12,Male,>85,predicted,5400,5949,549
Chad,TCD,2020,1,Female,0-24,predicted,12932,13380,448
Chad,TCD,2020,2,Female,25-34,predicted,12735,12899,164
Chad,TCD,2020,3,Female,35-44,predicted,12366,12287,-79
Chad,TCD,2020,4,Female,45-54,predicted,12191,11739,-452
Chad,TCD,2020,5,Female,55-64,predicted,12064,12645,581
Chad,TCD,2020,6,Female,65-74,predicted,12047,12774,727
Chad,TCD,2020,7,Female,75-84,predicted,12211,12900,689
Chad,TCD,2020,8,Female,>85,predicted,12335,12946,611
Chad,TCD,2020,9,Male,0-24,predicted,12283,12751,468
Chad,TCD,2020,10,Male,25-34,predicted,12317,12377,59
Chad,TCD,2020,11,Male,35-44,predicted,12626,12683,57
Chad,TCD,2020,12,Male,45-54,predicted,12768,12752,-16
Chad,TCD,2021,1,Male,55-64,predicted,12943,13194,251
Chad,TCD,2021,2,Male,65-74,predicted,12743,13513,770
Chad,TCD,2021,3,Male,75-84,predicted,12368,13428,1060
Chad,TCD,2021,4,Male,>85,predicted,12201,12884,683
Chad,TCD,2021,5,Female,0-24,predicted,12068,12789,720
Chad,TCD,2021,6,Female,25-34,predicted,12055,12893,839
Chad,TCD,2021,7,Female,35-44,predicted,12221,13093,872
Chad,TCD,2021,8,Female,45-54,predicted,12340,12900,560
Chad,TCD,2021,9,Female,55-64,predicted,12291,12417,126
Chad,TCD,2021,10,Female,65-74,predicted,12326,12206,-120
Chad,TCD,2021,11,Female,75-84,predicted,12629,12739,110
Chad,TCD,2021,12,Female,>85,predicted,12775,13415,640
Togo,TGO,2020,1,Male,0-24,predicted,4567,4644,77
Togo,TGO,2020,2,Male,25-34,predicted,4509,4554,45
Togo,TGO,2020,3,Male,35-44,predicted,4476,4476,0
Togo,TGO,2020,4,Male,45-54,predicted,4498,4438,-60
Togo,TGO,2020,5,Male,55-64,predicted,4528,4568,40
Togo,TGO,2020,6,Male,65-74,predicted,4574,4648,74
Togo,TGO,2020,7,Male,75-84,predicted,4615,4843,228
Togo,TGO,2020,8,Male,>85,predicted,4631,4888,256
Togo,TGO,2020,9,Female,0-24,predicted,4612,4843,230
Togo,TGO,2020,10,Female,25-34,predicted,4590,4653,62
Togo,TGO,2020,11,Female,35-44,predicted,4554,4565,11
Togo,TGO,2020,12,Female,45-54,predicted,4550,4584,34
Togo,TGO,2021,1,Female,55-64,predicted,4530,4735,205
Togo,TGO,2021,2,Female,65-74,predicted,4472,4761,289
Togo,TGO,2021,3,Female,75-84,predicted,4440,4752,312
Togo,TGO,2021,4,Female,>85,predicted,4463,4710,247
Togo,TGO,2021,5,Male,0-24,predicted,4494,4608,113
Togo,TGO,2021,6,Male,25-34,predicted,4539,4559,19
Togo,TGO,2021,7,Male,35-44,predicted,4582,4766,184
Togo,TGO,2021,8,Male,45-54,predicted,4593,4897,304
Togo,TGO,2021,9,Male,55-64,predicted,4575,4934,359
Togo,TGO,2021,10,Male,65-74,predicted,4554,4688,134
Togo,TGO,2021,11,Male,75-84,predicted,4518,4567,49
Togo,TGO,2021,12,Male,>85,predicted,4516,4706,190
Thailand,THA,2020,1,Female,0-24,reported,41480,47125,5632
Thailand,THA,2020,2,Female,25-34,reported,41425,39758,-1681
Thailand,THA,2020,3,Female,35-44,reported,41295,44304,2996
Thailand,THA,2020,4,Female,45-54,reported,41093,40057,-1049
Thailand,THA,2020,5,Female,55-64,reported,40827,39674,-1166
Thailand,THA,2020,6,Female,65-74,reported,40568,39479,-1103
Thailand,THA,2020,7,Female,75-84,reported,40453,39817,-650
Thailand,THA,2020,8,Female,>85,reported,40729,40999,257
Thailand,THA,2020,9,Male,0-24,reported,41065,39361,-1717
Thailand,THA,2020,10,Male,25-34,reported,41393,41640,234
Thailand,THA,2020,11,Male,35-44,reported,41650,43545,1881
Thailand,THA,2020,12,Male,45-54,reported,41769,45679,3897
Thailand,THA,2021,1,Male,55-64,reported,41835,46685,4843
Thailand,THA,2021,2,Male,65-74,reported,41763,38228,-3542
Thailand,THA,2021,3,Male,75-84,reported,41620,46748,5121
Thailand,THA,2021,4,Male,>85,reported,41443,42435,985
Thailand,THA,2021,5,Female,0-24,reported,41111,45387,4269
Thailand,THA,2021,6,Female,25-34,reported,40839,43522,2676
Thailand,THA,2021,7,Female,35-44,reported,40814,48944,8123
Thailand,THA,2021,8,Female,45-54,reported,40989,57125,16129
Thailand,THA,2021,9,Female,55-64,reported,41286,48129,6836
Thailand,THA,2021,10,Female,65-74,reported,41658,46448,4783
Thailand,THA,2021,11,Female,75-84,reported,41943,48892,6943
Thailand,THA,2021,12,Female,>85,reported,42062,51107,9038
Tajikistan,TJK,2020,1,Male,0-24,reported,3426,3645,219
Tajikistan,TJK,2020,2,Male,25-34,reported,3005,3152,146
Tajikistan,TJK,2020,3,Male,35-44,reported,3025,3142,116
Tajikistan,TJK,2020,4,Male,45-54,reported,2890,3115,224
Tajikistan,TJK,2020,5,Male,55-64,reported,2833,5500,2667
Tajikistan,TJK,2020,6,Male,65-74,reported,2838,3510,672
Tajikistan,TJK,2020,7,Male,75-84,reported,2954,3395,441
Tajikistan,TJK,2020,8,Male,>85,reported,2744,3656,912
Tajikistan,TJK,2020,9,Female,0-24,reported,2597,3864,1267
Tajikistan,TJK,2020,10,Female,25-34,reported,2788,5230,2442
Tajikistan,TJK,2020,11,Female,35-44,reported,3056,4473,1417
Tajikistan,TJK,2020,12,Female,45-54,reported,3402,3585,183
Tajikistan,TJK,2021,1,Female,55-64,reported,3394,3553,155
Tajikistan,TJK,2021,2,Female,65-74,reported,2978,2658,-324
Tajikistan,TJK,2021,3,Female,75-84,reported,3001,3130,125
Tajikistan,TJK,2021,4,Female,>85,reported,2867,2858,-13
Tajikistan,TJK,2021,5,Male,0-24,reported,2809,2906,93
Tajikistan,TJK,2021,6,Male,25-34,reported,2812,3296,480
Tajikistan,TJK,2021,7,Male,35-44,reported,2935,6804,3865
Tajikistan,TJK,2021,8,Male,45-54,reported,2720,4956,2232
Tajikistan,TJK,2021,9,Male,55-64,reported,2579,2886,303
Tajikistan,TJK,2021,10,Male,65-74,reported,2763,3071,304
Tajikistan,TJK,2021,11,Male,75-84,reported,3031,3296,261
Tajikistan,TJK,2021,12,Male,>85,reported,3376,3039,-341
Turkmenistan,TKM,2020,1,Female,0-24,predicted,3348,3401,53
Turkmenistan,TKM,2020,2,Female,25-34,predicted,3261,3254,-7
Turkmenistan,TKM,2020,3,Female,35-44,predicted,3185,3232,46
Turkmenistan,TKM,2020,4,Female,45-54,predicted,3100,3172,73
Turkmenistan,TKM,2020,5,Female,55-64,predicted,2951,3145,194
Turkmenistan,TKM,2020,6,Female,65-74,predicted,2858,3141,283
Turkmenistan,TKM,2020,7,Female,75-84,predicted,2823,3147,324
Turkmenistan,TKM,2020,8,Female,>85,predicted,2884,3124,240
Turkmenistan,TKM,2020,9,Male,0-24,predicted,2989,3209,220
Turkmenistan,TKM,2020,10,Male,25-34,predicted,3130,3408,278
Turkmenistan,TKM,2020,11,Male,35-44,predicted,3277,3693,416
Turkmenistan,TKM,2020,12,Male,45-54,predicted,3410,3797,387
Turkmenistan,TKM,2021,1,Male,55-64,predicted,3396,3445,48
Turkmenistan,TKM,2021,2,Male,65-74,predicted,3315,3074,-242
Turkmenistan,TKM,2021,3,Male,75-84,predicted,3236,3037,-198
Turkmenistan,TKM,2021,4,Male,>85,predicted,3150,3039,-110
Turkmenistan,TKM,2021,5,Female,0-24,predicted,2993,2984,-8
Turkmenistan,TKM,2021,6,Female,25-34,predicted,2903,2989,87
Turkmenistan,TKM,2021,7,Female,35-44,predicted,2863,3046,183
Turkmenistan,TKM,2021,8,Female,45-54,predicted,2927,3106,179
Turkmenistan,TKM,2021,9,Female,55-64,predicted,3032,3194,162
Turkmenistan,TKM,2021,10,Female,65-74,predicted,3177,3383,206
Turkmenistan,TKM,2021,11,Female,75-84,predicted,3325,3702,377
Turkmenistan,TKM,2021,12,Female,>85,predicted,3461,3901,440
Timor-Leste,TLS,2020,1,Male,0-24,predicted,640,652,12
Timor-Leste,TLS,2020,2,Male,25-34,predicted,638,633,-5
Timor-Leste,TLS,2020,3,Male,35-44,predicted,641,627,-14
Timor-Leste,TLS,2020,4,Male,45-54,predicted,640,576,-64
Timor-Leste,TLS,2020,5,Male,55-64,predicted,645,622,-23
Timor-Leste,TLS,2020,6,Male,65-74,predicted,644,643,-1
Timor-Leste,TLS,2020,7,Male,75-84,predicted,647,656,9
Timor-Leste,TLS,2020,8,Male,>85,predicted,646,661,16
Timor-Leste,TLS,2020,9,Female,0-24,predicted,642,659,17
Timor-Leste,TLS,2020,10,Female,25-34,predicted,641,644,2
Timor-Leste,TLS,2020,11,Female,35-44,predicted,638,635,-3
Timor-Leste,TLS,2020,12,Female,45-54,predicted,643,652,9
Timor-Leste,TLS,2021,1,Female,55-64,predicted,651,654,3
Timor-Leste,TLS,2021,2,Female,65-74,predicted,649,666,17
Timor-Leste,TLS,2021,3,Female,75-84,predicted,652,635,-17
Timor-Leste,TLS,2021,4,Female,>85,predicted,652,660,8
Timor-Leste,TLS,2021,5,Male,0-24,predicted,657,704,47
Timor-Leste,TLS,2021,6,Male,25-34,predicted,656,693,38
Timor-Leste,TLS,2021,7,Male,35-44,predicted,659,689,30
Timor-Leste,TLS,2021,8,Male,45-54,predicted,657,844,187
Timor-Leste,TLS,2021,9,Male,55-64,predicted,655,842,187
Timor-Leste,TLS,2021,10,Male,65-74,predicted,655,693,37
Timor-Leste,TLS,2021,11,Male,75-84,predicted,650,664,14
Timor-Leste,TLS,2021,12,Male,>85,predicted,654,687,33
Tonga,TON,2020,1,Female,0-24,predicted,52,53,1
Tonga,TON,2020,2,Female,25-34,predicted,52,51,-1
Tonga,TON,2020,3,Female,35-44,predicted,52,51,-1
Tonga,TON,2020,4,Female,45-54,predicted,52,49,-3
Tonga,TON,2020,5,Female,55-64,predicted,52,50,-2
Tonga,TON,2020,6,Female,65-74,predicted,53,52,-1
Tonga,TON,2020,7,Female,75-84,predicted,53,52,-1
Tonga,TON,2020,8,Female,>85,predicted,53,52,-1
Tonga,TON,2020,9,Male,0-24,predicted,53,53,0
Tonga,TON,2020,10,Male,25-34,predicted,53,52,0
Tonga,TON,2020,11,Male,35-44,predicted,52,52,0
Tonga,TON,2020,12,Male,45-54,predicted,52,51,-1
Tonga,TON,2021,1,Male,55-64,predicted,52,52,0
Tonga,TON,2021,2,Male,65-74,predicted,52,53,1
Tonga,TON,2021,3,Male,75-84,predicted,52,54,1
Tonga,TON,2021,4,Male,>85,predicted,52,54,2
Tonga,TON,2021,5,Female,0-24,predicted,53,55,2
Tonga,TON,2021,6,Female,25-34,predicted,53,55,2
Tonga,TON,2021,7,Female,35-44,predicted,53,55,2
Tonga,TON,2021,8,Female,45-54,predicted,53,53,0
Tonga,TON,2021,9,Female,55-64,predicted,53,55,2
Tonga,TON,2021,10,Female,65-74,predicted,53,54,2
Tonga,TON,2021,11,Female,75-84,predicted,53,55,3
Tonga,TON,2021,12,Female,>85,predicted,52,56,4
Trinidad and Tobago,TTO,2020,1,Male,0-24,predicted,787,810,24
Trinidad and Tobago,TTO,2020,2,Male,25-34,predicted,785,777,-8
Trinidad and Tobago,TTO,2020,3,Male,35-44,predicted,783,794,11
Trinidad and Tobago,TTO,2020,4,Male,45-54,predicted,778,796,18
Trinidad and Tobago,TTO,2020,5,Male,55-64,predicted,776,797,21
Trinidad and Tobago,TTO,2020,6,Male,65-74,predicted,779,832,54
Trinidad and Tobago,TTO,2020,7,Male,75-84,predicted,779,826,47
Trinidad and Tobago,TTO,2020,8,Male,>85,predicted,777,870,93
Trinidad and Tobago,TTO,2020,9,Female,0-24,predicted,777,888,111
Trinidad and Tobago,TTO,2020,10,Female,25-34,predicted,779,843,63
Trinidad and Tobago,TTO,2020,11,Female,35-44,predicted,783,803,20
Trinidad and Tobago,TTO,2020,12,Female,45-54,predicted,785,792,7
Trinidad and Tobago,TTO,2021,1,Female,55-64,predicted,781,799,18
Trinidad and Tobago,TTO,2021,2,Female,65-74,predicted,779,795,16
Trinidad and Tobago,TTO,2021,3,Female,75-84,predicted,780,791,11
Trinidad and Tobago,TTO,2021,4,Female,>85,predicted,775,873,99
Trinidad and Tobago,TTO,2021,5,Male,0-24,predicted,772,1164,392
Trinidad and Tobago,TTO,2021,6,Male,25-34,predicted,775,1177,403
Trinidad and Tobago,TTO,2021,7,Male,35-44,predicted,775,1117,343
Trinidad and Tobago,TTO,2021,8,Male,45-54,predicted,774,1150,376
Trinidad and Tobago,TTO,2021,9,Male,55-64,predicted,773,1054,281
Trinidad and Tobago,TTO,2021,10,Male,65-74,predicted,775,1033,259
Trinidad and Tobago,TTO,2021,11,Male,75-84,predicted,779,1104,325
Trinidad and Tobago,TTO,2021,12,Male,>85,predicted,781,1133,352
Tunisia,TUN,2020,1,Female,0-24,reported,7830,8437,596
Tunisia,TUN,2020,2,Female,25-34,reported,7971,7855,-128
Tunisia,TUN,2020,3,Female,35-44,reported,7433,7117,-328
Tunisia,TUN,2020,4,Female,45-54,reported,6327,5694,-644
Tunisia,TUN,2020,5,Female,55-64,reported,5785,5378,-419
Tunisia,TUN,2020,6,Female,65-74,reported,5714,5331,-395
Tunisia,TUN,2020,7,Female,75-84,reported,6262,5897,-377
Tunisia,TUN,2020,8,Female,>85,reported,6300,6617,305
Tunisia,TUN,2020,9,Male,0-24,reported,5933,6096,151
Tunisia,TUN,2020,10,Male,25-34,reported,6109,8629,2509
Tunisia,TUN,2020,11,Male,35-44,reported,6720,8518,1786
Tunisia,TUN,2020,12,Male,45-54,reported,7984,9260,1265
Tunisia,TUN,2021,1,Male,55-64,reported,8016,11188,3155
Tunisia,TUN,2021,2,Male,65-74,reported,8155,7733,-439
Tunisia,TUN,2021,3,Male,75-84,reported,7609,7874,247
Tunisia,TUN,2021,4,Male,>85,reported,6463,9560,3079
Tunisia,TUN,2021,5,Female,0-24,reported,5908,8809,2883
Tunisia,TUN,2021,6,Female,25-34,reported,5858,10069,4193
Tunisia,TUN,2021,7,Female,35-44,reported,6420,16073,9635
Tunisia,TUN,2021,8,Female,45-54,reported,6454,13202,6731
Tunisia,TUN,2021,9,Female,55-64,reported,6076,7761,1668
Tunisia,TUN,2021,10,Female,65-74,reported,6244,6406,145
Tunisia,TUN,2021,11,Female,75-84,reported,6878,6549,-346
Tunisia,TUN,2021,12,Female,>85,reported,8156,8101,-73
TÃ¼rkiye,TUR,2020,1,Male,0-24,reported,45935,48308,2287
TÃ¼rkiye,TUR,2020,2,Male,25-34,reported,43938,40254,-3770
TÃ¼rkiye,TUR,2020,3,Male,35-44,reported,42992,43280,202
TÃ¼rkiye,TUR,2020,4,Male,45-54,reported,41364,44072,2622
TÃ¼rkiye,TUR,2020,5,Male,55-64,reported,40411,40327,-170
TÃ¼rkiye,TUR,2020,6,Male,65-74,reported,40081,38662,-1505
TÃ¼rkiye,TUR,2020,7,Male,75-84,reported,41574,44713,3053
TÃ¼rkiye,TUR,2020,8,Male,>85,reported,41155,49118,7878
TÃ¼rkiye,TUR,2020,9,Female,0-24,reported,39334,50497,11077
TÃ¼rkiye,TUR,2020,10,Female,25-34,reported,40256,49089,8747
TÃ¼rkiye,TUR,2020,11,Female,35-44,reported,42646,65923,23192
TÃ¼rkiye,TUR,2020,12,Female,45-54,reported,46801,70000,23113
TÃ¼rkiye,TUR,2021,1,Female,55-64,reported,46764,53961,7159
TÃ¼rkiye,TUR,2021,2,Female,65-74,reported,44822,42428,-2433
TÃ¼rkiye,TUR,2021,3,Female,75-84,reported,43791,49503,5674
TÃ¼rkiye,TUR,2021,4,Female,>85,reported,42166,58751,16547
TÃ¼rkiye,TUR,2021,5,Male,0-24,reported,41263,53076,11775
TÃ¼rkiye,TUR,2021,6,Male,25-34,reported,40957,43694,2699
TÃ¼rkiye,TUR,2021,7,Male,35-44,reported,42437,50238,7763
TÃ¼rkiye,TUR,2021,8,Male,45-54,reported,41929,61277,19310
TÃ¼rkiye,TUR,2021,9,Male,55-64,reported,40111,57790,17641
TÃ¼rkiye,TUR,2021,10,Male,65-74,reported,41127,59673,18508
TÃ¼rkiye,TUR,2021,11,Male,75-84,reported,43649,60204,16516
TÃ¼rkiye,TUR,2021,12,Male,>85,reported,47660,59966,12268
Tuvalu,TUV,2020,1,Female,0-24,predicted,8,8,0
Tuvalu,TUV,2020,2,Female,25-34,predicted,8,8,0
Tuvalu,TUV,2020,3,Female,35-44,predicted,8,8,0
Tuvalu,TUV,2020,4,Female,45-54,predicted,8,8,0
Tuvalu,TUV,2020,5,Female,55-64,predicted,8,8,0
Tuvalu,TUV,2020,6,Female,65-74,predicted,8,8,0
Tuvalu,TUV,2020,7,Female,75-84,predicted,8,8,0
Tuvalu,TUV,2020,8,Female,>85,predicted,8,8,0
Tuvalu,TUV,2020,9,Male,0-24,predicted,8,8,0
Tuvalu,TUV,2020,10,Male,25-34,predicted,8,8,0
Tuvalu,TUV,2020,11,Male,35-44,predicted,8,8,0
Tuvalu,TUV,2020,12,Male,45-54,predicted,8,8,0
Tuvalu,TUV,2021,1,Male,55-64,predicted,8,8,0
Tuvalu,TUV,2021,2,Male,65-74,predicted,8,8,0
Tuvalu,TUV,2021,3,Male,75-84,predicted,8,8,0
Tuvalu,TUV,2021,4,Male,>85,predicted,8,8,0
Tuvalu,TUV,2021,5,Female,0-24,predicted,8,8,0
Tuvalu,TUV,2021,6,Female,25-34,predicted,8,8,0
Tuvalu,TUV,2021,7,Female,35-44,predicted,8,8,0
