Country,iso3,year,month,sex,age_group,type,expected.mean,acm.mean,excess.mean*
Afghanistan,AFG,2020,1,Female,0-24,predicted,23088,23425,337
Afghanistan,AFG,2020,2,Female,25-34,predicted,22412,22461,49
Afghanistan,AFG,2020,3,Female,35-44,predicted,21921,20939,-982
Afghanistan,AFG,2020,4,Female,45-54,predicted,21207,20137,-1071
Afghanistan,AFG,2020,5,Female,55-64,predicted,20485,21559,1074
Afghanistan,AFG,2020,6,Female,65-74,predicted,19873,23753,3879
Afghanistan,AFG,2020,7,Female,75-84,predicted,19623,24605,4981
Afghanistan,AFG,2020,8,Female,>85,predicted,19777,23194,3417
Afghanistan,AFG,2020,9,Male,0-24,predicted,20540,23147,2607
Afghanistan,AFG,2020,10,Male,25-34,predicted,21381,24526,3145
Afghanistan,AFG,2020,11,Male,35-44,predicted,22260,27087,4827
Afghanistan,AFG,2020,12,Male,45-54,predicted,22982,27671,4689
Afghanistan,AFG,2021,1,Male,55-64,predicted,23145,25548,2403
Afghanistan,AFG,2021,2,Male,65-74,predicted,22442,23130,688
Afghanistan,AFG,2021,3,Male,75-84,predicted,21946,22786,841
Afghanistan,AFG,2021,4,Male,>85,predicted,21261,23741,2480
Afghanistan,AFG,2021,5,Female,0-24,predicted,20524,23869,3345
Afghanistan,AFG,2021,6,Female,25-34,predicted,19904,26549,6645
Afghanistan,AFG,2021,7,Female,35-44,predicted,19664,26299,6636
Afghanistan,AFG,2021,8,Female,45-54,predicted,19807,24793,4986
Afghanistan,AFG,2021,9,Female,55-64,predicted,20580,23499,2919
Afghanistan,AFG,2021,10,Female,65-74,predicted,21425,24277,2852
Afghanistan,AFG,2021,11,Female,75-84,predicted,22308,24972,2664
Afghanistan,AFG,2021,12,Female,>85,predicted,23024,25344,2320
Angola,AGO,2020,1,Male,0-24,predicted,18968,19760,792
Angola,AGO,2020,2,Male,25-34,predicted,18944,19103,160
Angola,AGO,2020,3,Male,35-44,predicted,18953,18857,-96
Angola,AGO,2020,4,Male,45-54,predicted,19004,17034,-1969
Angola,AGO,2020,5,Male,55-64,predicted,19188,18030,-1158
Angola,AGO,2020,6,Male,65-74,predicted,19477,18642,-835
Angola,AGO,2020,7,Male,75-84,predicted,19503,19481,-22
Angola,AGO,2020,8,Male,>85,predicted,19271,20033,761
Angola,AGO,2020,9,Female,0-24,predicted,19038,20154,1116
Angola,AGO,2020,10,Female,25-34,predicted,18912,19512,599
Angola,AGO,2020,11,Female,35-44,predicted,18962,19622,660
Angola,AGO,2020,12,Female,45-54,predicted,18979,19524,545
Angola,AGO,2021,1,Female,55-64,predicted,19004,19878,874
Angola,AGO,2021,2,Female,65-74,predicted,18982,19903,921
Angola,AGO,2021,3,Female,75-84,predicted,18993,19569,576
Angola,AGO,2021,4,Female,>85,predicted,19037,19225,188
Angola,AGO,2021,5,Male,0-24,predicted,19235,20462,1228
Angola,AGO,2021,6,Male,25-34,predicted,19518,20145,627
Angola,AGO,2021,7,Male,35-44,predicted,19534,20435,901
Angola,AGO,2021,8,Male,45-54,predicted,19316,20532,1216
Angola,AGO,2021,9,Male,55-64,predicted,19071,20327,1257
Angola,AGO,2021,10,Male,65-74,predicted,18942,19600,658
Angola,AGO,2021,11,Male,75-84,predicted,18998,19462,465
Angola,AGO,2021,12,Male,>85,predicted,19015,20548,1532
Albania,ALB,2020,1,Female,0-24,reported,2143,2187,44
Albania,ALB,2020,2,Female,25-34,reported,2030,2018,-12
Albania,ALB,2020,3,Female,35-44,reported,1910,1993,83
Albania,ALB,2020,4,Female,45-54,reported,1745,1804,59
Albania,ALB,2020,5,Female,55-64,reported,1657,1803,146
Albania,ALB,2020,6,Female,65-74,reported,1634,1779,145
Albania,ALB,2020,7,Female,75-84,reported,1706,2166,460
Albania,ALB,2020,8,Female,>85,reported,1653,2476,823
Albania,ALB,2020,9,Male,0-24,reported,1552,1982,430
Albania,ALB,2020,10,Male,25-34,reported,1610,2403,793
Albania,ALB,2020,11,Male,35-44,reported,1815,3854,2039
Albania,ALB,2020,12,Male,45-54,reported,2133,3140,1007
Albania,ALB,2021,1,Male,55-64,reported,2134,3002,867
Albania,ALB,2021,2,Male,65-74,reported,2028,3773,1745
Albania,ALB,2021,3,Male,75-84,reported,1900,3447,1546
Albania,ALB,2021,4,Male,>85,reported,1734,2419,685
Albania,ALB,2021,5,Female,0-24,reported,1643,1874,230
Albania,ALB,2021,6,Female,25-34,reported,1628,1822,194
Albania,ALB,2021,7,Female,35-44,reported,1700,1820,120
Albania,ALB,2021,8,Female,45-54,reported,1655,2080,425
Albania,ALB,2021,9,Female,55-64,reported,1537,2506,969
Albania,ALB,2021,10,Female,65-74,reported,1601,2559,958
Albania,ALB,2021,11,Female,75-84,reported,1805,2506,700
Albania,ALB,2021,12,Female,>85,reported,2127,2772,645
Andorra,AND,2020,1,Male,0-24,reported,55,63,8
Andorra,AND,2020,2,Male,25-34,reported,54,68,14
Andorra,AND,2020,3,Male,35-44,reported,52,74,22
Andorra,AND,2020,4,Male,45-54,reported,48,111,63
Andorra,AND,2020,5,Male,55-64,reported,46,66,20
Andorra,AND,2020,6,Male,65-74,reported,46,48,2
Andorra,AND,2020,7,Male,75-84,reported,46,53,7
Andorra,AND,2020,8,Male,>85,reported,47,35,-12
Andorra,AND,2020,9,Female,0-24,reported,48,50,2
Andorra,AND,2020,10,Female,25-34,reported,51,94,43
Andorra,AND,2020,11,Female,35-44,reported,53,35,-18
Andorra,AND,2020,12,Female,45-54,reported,55,76,21
Andorra,AND,2021,1,Female,55-64,reported,56,96,40
Andorra,AND,2021,2,Female,65-74,reported,56,66,10
Andorra,AND,2021,3,Female,75-84,reported,54,48,-6
Andorra,AND,2021,4,Female,>85,reported,50,79,29
Andorra,AND,2021,5,Male,0-24,reported,47,59,12
Andorra,AND,2021,6,Male,25-34,reported,47,35,-12
Andorra,AND,2021,7,Male,35-44,reported,47,53,6
Andorra,AND,2021,8,Male,45-54,reported,48,52,4
Andorra,AND,2021,9,Male,55-64,reported,49,48,-1
Andorra,AND,2021,10,Male,65-74,reported,52,50,-2
Andorra,AND,2021,11,Male,75-84,reported,55,48,-7
Andorra,AND,2021,12,Male,>85,reported,57,78,21
United Arab Emirates,ARE,2020,1,Female,0-24,reported,1567,1467,-101
United Arab Emirates,ARE,2020,2,Female,25-34,reported,1565,1318,-247
United Arab Emirates,ARE,2020,3,Female,35-44,reported,1525,1289,-236
United Arab Emirates,ARE,2020,4,Female,45-54,reported,1471,2107,636
United Arab Emirates,ARE,2020,5,Female,55-64,reported,1439,3164,1724
United Arab Emirates,ARE,2020,6,Female,65-74,reported,1434,2101,667
United Arab Emirates,ARE,2020,7,Female,75-84,reported,1434,1548,114
United Arab Emirates,ARE,2020,8,Female,>85,reported,1433,1491,58
United Arab Emirates,ARE,2020,9,Male,0-24,reported,1445,1429,-16
United Arab Emirates,ARE,2020,10,Male,25-34,reported,1476,1425,-51
United Arab Emirates,ARE,2020,11,Male,35-44,reported,1537,1617,80
United Arab Emirates,ARE,2020,12,Male,45-54,reported,1581,1548,-33
United Arab Emirates,ARE,2021,1,Male,55-64,predicted,1585,1674,89
United Arab Emirates,ARE,2021,2,Male,65-74,predicted,1581,1719,139
United Arab Emirates,ARE,2021,3,Male,75-84,predicted,1539,1686,147
United Arab Emirates,ARE,2021,4,Male,>85,predicted,1482,1590,107
United Arab Emirates,ARE,2021,5,Female,0-24,predicted,1453,1626,173
United Arab Emirates,ARE,2021,6,Female,25-34,predicted,1448,1716,268
United Arab Emirates,ARE,2021,7,Female,35-44,predicted,1445,1775,330
United Arab Emirates,ARE,2021,8,Female,45-54,predicted,1448,1749,301
United Arab Emirates,ARE,2021,9,Female,55-64,predicted,1459,1694,235
United Arab Emirates,ARE,2021,10,Female,65-74,predicted,1490,1659,169
United Arab Emirates,ARE,2021,11,Female,75-84,predicted,1547,1673,125
United Arab Emirates,ARE,2021,12,Female,>85,predicted,1602,1769,168
Argentina,ARG,2020,1,Male,0-24,reported,26282,25840,-442
Argentina,ARG,2020,2,Male,25-34,reported,24623,24375,-248
Argentina,ARG,2020,3,Male,35-44,reported,25467,26042,575
Argentina,ARG,2020,4,Male,45-54,reported,26383,24911,-1472
Argentina,ARG,2020,5,Male,55-64,reported,29399,26897,-2503
Argentina,ARG,2020,6,Male,65-74,reported,33103,28335,-4769
Argentina,ARG,2020,7,Male,75-84,reported,34286,35310,1023
Argentina,ARG,2020,8,Male,>85,reported,32030,37192,5162
Argentina,ARG,2020,9,Female,0-24,reported,29501,40513,11012
Argentina,ARG,2020,10,Female,25-34,reported,27835,40911,13075
Argentina,ARG,2020,11,Female,35-44,reported,26236,34865,8628
Argentina,ARG,2020,12,Female,45-54,reported,26242,32043,5800
Argentina,ARG,2021,1,Female,55-64,reported,26275,34698,8420
Argentina,ARG,2021,2,Female,65-74,reported,24626,29482,4854
Argentina,ARG,2021,3,Female,75-84,reported,25491,32055,6562
Argentina,ARG,2021,4,Female,>85,reported,26360,40056,13693
Argentina,ARG,2021,5,Male,0-24,reported,29389,51612,22221
Argentina,ARG,2021,6,Male,25-34,reported,33133,51214,18079
Argentina,ARG,2021,7,Male,35-44,reported,34296,44006,9708
Argentina,ARG,2021,8,Male,45-54,reported,32003,37125,5119
Argentina,ARG,2021,9,Male,55-64,reported,29506,29428,-80
Argentina,ARG,2021,10,Male,65-74,reported,27831,28978,1144
Argentina,ARG,2021,11,Male,75-84,reported,26217,27041,822
Argentina,ARG,2021,12,Male,>85,reported,26265,26546,278
Armenia,ARM,2020,1,Female,0-24,reported,2411,2567,154
Armenia,ARM,2020,2,Female,25-34,reported,2297,2434,135
Armenia,ARM,2020,3,Female,35-44,reported,2234,2288,53
Armenia,ARM,2020,4,Female,45-54,reported,2116,2156,38
Armenia,ARM,2020,5,Female,55-64,reported,2068,2103,34
Armenia,ARM,2020,6,Female,65-74,reported,1985,2869,882
Armenia,ARM,2020,7,Female,75-84,reported,1990,2719,727
Armenia,ARM,2020,8,Female,>85,reported,1904,2106,201
Armenia,ARM,2020,9,Male,0-24,reported,1770,2042,270
Armenia,ARM,2020,10,Male,25-34,reported,1943,3632,1687
Armenia,ARM,2020,11,Male,35-44,reported,2193,6060,3866
Armenia,ARM,2020,12,Male,45-54,reported,2357,4395,2036
Armenia,ARM,2021,1,Male,55-64,reported,2355,3013,656
Armenia,ARM,2021,2,Male,65-74,reported,2247,2418,169
Armenia,ARM,2021,3,Male,75-84,reported,2185,2836,649
Armenia,ARM,2021,4,Male,>85,reported,2070,3361,1289
Armenia,ARM,2021,5,Female,0-24,reported,2020,2633,611
Armenia,ARM,2021,6,Female,25-34,reported,1940,2290,348
Armenia,ARM,2021,7,Female,35-44,reported,1944,2247,301
Armenia,ARM,2021,8,Female,45-54,reported,1858,2241,381
Armenia,ARM,2021,9,Female,55-64,reported,1732,2559,825
Armenia,ARM,2021,10,Female,65-74,reported,1898,3462,1562
Armenia,ARM,2021,11,Female,75-84,reported,2146,4577,2429
Armenia,ARM,2021,12,Female,>85,reported,2302,3001,697
Antigua and Barbuda,ATG,2020,1,Male,0-24,reported,52,50,-2
Antigua and Barbuda,ATG,2020,2,Male,25-34,reported,52,47,-5
Antigua and Barbuda,ATG,2020,3,Male,35-44,reported,52,60,8
Antigua and Barbuda,ATG,2020,4,Male,45-54,reported,52,49,-4
Antigua and Barbuda,ATG,2020,5,Male,55-64,reported,53,52,-1
Antigua and Barbuda,ATG,2020,6,Male,65-74,reported,53,42,-11
Antigua and Barbuda,ATG,2020,7,Male,75-84,reported,53,46,-7
Antigua and Barbuda,ATG,2020,8,Male,>85,reported,53,44,-9
Antigua and Barbuda,ATG,2020,9,Female,0-24,reported,53,45,-8
Antigua and Barbuda,ATG,2020,10,Female,25-34,reported,53,50,-3
Antigua and Barbuda,ATG,2020,11,Female,35-44,reported,54,49,-5
Antigua and Barbuda,ATG,2020,12,Female,45-54,reported,54,40,-14
Antigua and Barbuda,ATG,2021,1,Female,55-64,reported,54,56,2
Antigua and Barbuda,ATG,2021,2,Female,65-74,reported,54,68,14
Antigua and Barbuda,ATG,2021,3,Female,75-84,reported,54,55,1
Antigua and Barbuda,ATG,2021,4,Female,>85,reported,54,50,-4
Antigua and Barbuda,ATG,2021,5,Male,0-24,reported,55,46,-9
Antigua and Barbuda,ATG,2021,6,Male,25-34,reported,55,39,-16
Antigua and Barbuda,ATG,2021,7,Male,35-44,reported,55,55,0
Antigua and Barbuda,ATG,2021,8,Male,45-54,reported,55,47,-8
Antigua and Barbuda,ATG,2021,9,Male,55-64,reported,55,104,49
Antigua and Barbuda,ATG,2021,10,Male,65-74,reported,55,26,-29
Antigua and Barbuda,ATG,2021,11,Male,75-84,reported,56,64,8
Antigua and Barbuda,ATG,2021,12,Male,>85,reported,56,39,-17
Australia,AUS,2020,1,Female,0-24,reported,12990,12995,4
Australia,AUS,2020,2,Female,25-34,reported,11923,12489,565
Australia,AUS,2020,3,Female,35-44,reported,12987,13573,585
Australia,AUS,2020,4,Female,45-54,reported,13061,13301,239
Australia,AUS,2020,5,Female,55-64,reported,14067,14005,-63
Australia,AUS,2020,6,Female,65-74,reported,14372,13285,-1088
Australia,AUS,2020,7,Female,75-84,reported,15492,14433,-1060
Australia,AUS,2020,8,Female,>85,reported,15791,14902,-890
Australia,AUS,2020,9,Male,0-24,reported,14802,13673,-1130
Australia,AUS,2020,10,Male,25-34,reported,14104,13437,-668
Australia,AUS,2020,11,Male,35-44,reported,13110,13048,-63
Australia,AUS,2020,12,Male,45-54,reported,13096,13498,401
Australia,AUS,2021,1,Male,55-64,reported,13119,13358,238
Australia,AUS,2021,2,Male,65-74,reported,12049,12022,-27
Australia,AUS,2021,3,Male,75-84,reported,13110,13644,533
Australia,AUS,2021,4,Male,>85,reported,13190,13566,376
Australia,AUS,2021,5,Female,0-24,reported,14210,15032,821
Australia,AUS,2021,6,Female,25-34,reported,14511,14900,388
Australia,AUS,2021,7,Female,35-44,reported,15646,15890,243
Australia,AUS,2021,8,Female,45-54,reported,15950,15356,-594
Australia,AUS,2021,9,Female,55-64,reported,14939,14785,-154
Australia,AUS,2021,10,Female,65-74,reported,14244,14958,714
Australia,AUS,2021,11,Female,75-84,reported,13235,14020,785
Australia,AUS,2021,12,Female,>85,reported,13231,14481,1249
Austria,AUT,2020,1,Male,0-24,reported,7499,7789,289
Austria,AUT,2020,2,Male,25-34,reported,7581,7171,-411
Austria,AUT,2020,3,Male,35-44,reported,7326,7804,478
Austria,AUT,2020,4,Male,45-54,reported,6755,7207,451
Austria,AUT,2020,5,Male,55-64,reported,6371,6514,143
Austria,AUT,2020,6,Male,65-74,reported,6234,6223,-11
Austria,AUT,2020,7,Male,75-84,reported,6350,6459,109
Austria,AUT,2020,8,Male,>85,reported,6365,6637,271
Austria,AUT,2020,9,Female,0-24,reported,6325,6628,302
Austria,AUT,2020,10,Female,25-34,reported,6552,7519,966
Austria,AUT,2020,11,Female,35-44,reported,6909,9749,2840
Austria,AUT,2020,12,Female,45-54,reported,7519,10179,2660
Austria,AUT,2021,1,Female,55-64,reported,7507,8707,1200
Austria,AUT,2021,2,Female,65-74,reported,7597,6979,-618
Austria,AUT,2021,3,Female,75-84,reported,7347,7424,77
Austria,AUT,2021,4,Female,>85,reported,6778,7264,486
Austria,AUT,2021,5,Male,0-24,reported,6389,6976,587
Austria,AUT,2021,6,Male,25-34,reported,6237,6825,588
Austria,AUT,2021,7,Male,35-44,reported,6357,6668,310
Austria,AUT,2021,8,Male,45-54,reported,6385,6923,538
Austria,AUT,2021,9,Male,55-64,reported,6336,6843,507
Austria,AUT,2021,10,Male,65-74,reported,6576,7558,982
Austria,AUT,2021,11,Male,75-84,reported,6943,8887,1944
Austria,AUT,2021,12,Male,>85,reported,7525,8810,1285
Azerbaijan,AZE,2020,1,Female,0-24,reported,5779,5811,-681
Azerbaijan,AZE,2020,2,Female,25-34,reported,5545,5656,-602
Azerbaijan,AZE,2020,3,Female,35-44,reported,5336,6502,452
Azerbaijan,AZE,2020,4,Female,45-54,reported,5846,5064,-1495
Azerbaijan,AZE,2020,5,Female,55-64,reported,5364,4820,-1257
Azerbaijan,AZE,2020,6,Female,65-74,reported,4852,6963,1397
Azerbaijan,AZE,2020,7,Female,75-84,reported,5484,7196,999
Azerbaijan,AZE,2020,8,Female,>85,reported,5201,5668,-246
Azerbaijan,AZE,2020,9,Male,0-24,reported,4707,5074,-346
Azerbaijan,AZE,2020,10,Male,25-34,reported,5074,6482,695
Azerbaijan,AZE,2020,11,Male,35-44,reported,5327,9405,3365
Azerbaijan,AZE,2020,12,Male,45-54,reported,5807,16278,9758
Azerbaijan,AZE,2021,1,Male,55-64,reported,5811,8949,3133
Azerbaijan,AZE,2021,2,Male,65-74,reported,5580,6023,438
Azerbaijan,AZE,2021,3,Male,75-84,reported,5373,6372,994
Azerbaijan,AZE,2021,4,Male,>85,reported,5861,8307,2442
Azerbaijan,AZE,2021,5,Female,0-24,reported,5386,6101,710
Azerbaijan,AZE,2021,6,Female,25-34,reported,4887,5835,943
Azerbaijan,AZE,2021,7,Female,35-44,reported,5501,5710,205
Azerbaijan,AZE,2021,8,Female,45-54,reported,5237,7295,2053
Azerbaijan,AZE,2021,9,Female,55-64,reported,4734,8464,3726
Azerbaijan,AZE,2021,10,Female,65-74,reported,5090,6711,1617
Azerbaijan,AZE,2021,11,Female,75-84,reported,5366,8543,3172
Azerbaijan,AZE,2021,12,Female,>85,reported,5837,7989,2147
Burundi,BDI,2020,1,Male,0-24,predicted,6436,6621,184
Burundi,BDI,2020,2,Male,25-34,predicted,6456,6404,-52
Burundi,BDI,2020,3,Male,35-44,predicted,6445,6410,-35
Burundi,BDI,2020,4,Male,45-54,predicted,6464,6377,-87
Burundi,BDI,2020,5,Male,55-64,predicted,6436,6329,-106
Burundi,BDI,2020,6,Male,65-74,predicted,6458,6263,-194
Burundi,BDI,2020,7,Male,75-84,predicted,6454,6194,-260
Burundi,BDI,2020,8,Male,>85,predicted,6427,6369,-58
Burundi,BDI,2020,9,Female,0-24,predicted,6385,6433,48
Burundi,BDI,2020,10,Female,25-34,predicted,6386,6405,19
Burundi,BDI,2020,11,Female,35-44,predicted,6438,6548,110
Burundi,BDI,2020,12,Female,45-54,predicted,6427,6587,159
Burundi,BDI,2021,1,Female,55-64,predicted,6469,6690,221
Burundi,BDI,2021,2,Female,65-74,predicted,6503,6835,332
Burundi,BDI,2021,3,Female,75-84,predicted,6487,6945,459
Burundi,BDI,2021,4,Female,>85,predicted,6509,6741,232
Burundi,BDI,2021,5,Male,0-24,predicted,6489,6740,251
Burundi,BDI,2021,6,Male,25-34,predicted,6500,6970,470
Burundi,BDI,2021,7,Male,35-44,predicted,6494,6983,488
Burundi,BDI,2021,8,Male,45-54,predicted,6455,6723,268
Burundi,BDI,2021,9,Male,55-64,predicted,6430,6613,183
Burundi,BDI,2021,10,Male,65-74,predicted,6429,6470,41
Burundi,BDI,2021,11,Male,75-84,predicted,6470,6546,76
Burundi,BDI,2021,12,Male,>85,predicted,6469,6706,237
Belgium,BEL,2020,1,Female,0-24,reported,10026,10185,32
Belgium,BEL,2020,2,Female,25-34,reported,10278,9378,-1027
Belgium,BEL,2020,3,Female,35-44,reported,10039,11668,1502
Belgium,BEL,2020,4,Female,45-54,reported,9110,15294,6057
Belgium,BEL,2020,5,Female,55-64,reported,8591,9538,820
Belgium,BEL,2020,6,Female,65-74,reported,8278,7993,-412
Belgium,BEL,2020,7,Female,75-84,reported,8362,8005,-484
Belgium,BEL,2020,8,Female,>85,reported,8238,9848,1483
Belgium,BEL,2020,9,Male,0-24,reported,8169,8189,-107
Belgium,BEL,2020,10,Male,25-34,reported,8538,10756,2091
Belgium,BEL,2020,11,Male,35-44,reported,9045,14048,4876
Belgium,BEL,2020,12,Male,45-54,reported,10009,11846,1710
Belgium,BEL,2021,1,Male,55-64,reported,10003,10775,768
Belgium,BEL,2021,2,Male,65-74,reported,10266,8952,-1317
Belgium,BEL,2021,3,Male,75-84,reported,10010,9336,-678
Belgium,BEL,2021,4,Male,>85,reported,9091,9420,325
Belgium,BEL,2021,5,Female,0-24,reported,8559,9262,699
Belgium,BEL,2021,6,Female,25-34,reported,8265,8156,-113
Belgium,BEL,2021,7,Female,35-44,reported,8333,8456,119
Belgium,BEL,2021,8,Female,45-54,reported,8231,8296,61
Belgium,BEL,2021,9,Female,55-64,reported,8158,8296,134
Belgium,BEL,2021,10,Female,65-74,reported,8530,9768,1234
Belgium,BEL,2021,11,Female,75-84,reported,9037,10319,1278
Belgium,BEL,2021,12,Female,>85,reported,9980,11267,1283
Benin,BEN,2020,1,Male,0-24,predicted,7885,8181,296
Benin,BEN,2020,2,Male,25-34,predicted,7773,7877,105
Benin,BEN,2020,3,Male,35-44,predicted,7671,7541,-129
Benin,BEN,2020,4,Male,45-54,predicted,7687,7212,-475
Benin,BEN,2020,5,Male,55-64,predicted,7747,7613,-134
Benin,BEN,2020,6,Male,65-74,predicted,7834,8181,347
Benin,BEN,2020,7,Male,75-84,predicted,7926,8257,331
Benin,BEN,2020,8,Male,>85,predicted,7960,8148,188
Benin,BEN,2020,9,Female,0-24,predicted,7937,8033,96
Benin,BEN,2020,10,Female,25-34,predicted,7878,7719,-159
Benin,BEN,2020,11,Female,35-44,predicted,7843,7674,-169
Benin,BEN,2020,12,Female,45-54,predicted,7845,7732,-113
Benin,BEN,2021,1,Female,55-64,predicted,7922,8258,336
Benin,BEN,2021,2,Female,65-74,predicted,7805,8547,742
Benin,BEN,2021,3,Female,75-84,predicted,7702,8547,845
Benin,BEN,2021,4,Female,>85,predicted,7720,8091,371
Benin,BEN,2021,5,Male,0-24,predicted,7782,8120,338
Benin,BEN,2021,6,Male,25-34,predicted,7866,8174,307
Benin,BEN,2021,7,Male,35-44,predicted,7963,8335,373
Benin,BEN,2021,8,Male,45-54,predicted,7997,8350,353
Benin,BEN,2021,9,Male,55-64,predicted,7973,8084,111
Benin,BEN,2021,10,Male,65-74,predicted,7909,7736,-172
Benin,BEN,2021,11,Male,75-84,predicted,7876,7777,-100
Benin,BEN,2021,12,Male,>85,predicted,7878,8140,262
Burkina Faso,BFA,2020,1,Female,0-24,predicted,12932,13370,438
Burkina Faso,BFA,2020,2,Female,25-34,predicted,12717,12820,103
Burkina Faso,BFA,2020,3,Female,35-44,predicted,12385,12144,-241
Burkina Faso,BFA,2020,4,Female,45-54,predicted,12294,11930,-364
Burkina Faso,BFA,2020,5,Female,55-64,predicted,12368,12582,213
Burkina Faso,BFA,2020,6,Female,65-74,predicted,12562,12842,280
Burkina Faso,BFA,2020,7,Female,75-84,predicted,12747,12939,192
Burkina Faso,BFA,2020,8,Female,>85,predicted,12862,13104,242
Burkina Faso,BFA,2020,9,Male,0-24,predicted,12812,13036,224
Burkina Faso,BFA,2020,10,Male,25-34,predicted,12703,12651,-51
Burkina Faso,BFA,2020,11,Male,35-44,predicted,12753,12474,-279
Burkina Faso,BFA,2020,12,Male,45-54,predicted,12763,12917,154
Burkina Faso,BFA,2021,1,Male,55-64,predicted,12934,13767,833
Burkina Faso,BFA,2021,2,Male,65-74,predicted,12723,14066,1342
Burkina Faso,BFA,2021,3,Male,75-84,predicted,12384,13405,1021
Burkina Faso,BFA,2021,4,Male,>85,predicted,12298,13027,729
Burkina Faso,BFA,2021,5,Female,0-24,predicted,12378,13184,806
Burkina Faso,BFA,2021,6,Female,25-34,predicted,12567,13354,787
Burkina Faso,BFA,2021,7,Female,35-44,predicted,12752,13591,839
Burkina Faso,BFA,2021,8,Female,45-54,predicted,12859,13283,424
Burkina Faso,BFA,2021,9,Female,55-64,predicted,12814,13182,368
Burkina Faso,BFA,2021,10,Female,65-74,predicted,12706,12906,200
Burkina Faso,BFA,2021,11,Female,75-84,predicted,12759,12993,234
Burkina Faso,BFA,2021,12,Female,>85,predicted,12769,13213,444
Bangladesh,BGD,2020,1,Male,0-24,predicted,70785,71245,460
Bangladesh,BGD,2020,2,Male,25-34,predicted,69388,67934,-1454
Bangladesh,BGD,2020,3,Male,35-44,predicted,67652,64758,-2894
Bangladesh,BGD,2020,4,Male,45-54,predicted,66690,63925,-2764
Bangladesh,BGD,2020,5,Male,55-64,predicted,66430,70726,4297
Bangladesh,BGD,2020,6,Male,65-74,predicted,66068,78768,12700
Bangladesh,BGD,2020,7,Male,75-84,predicted,66097,81169,15072
Bangladesh,BGD,2020,8,Male,>85,predicted,65982,79695,13713
Bangladesh,BGD,2020,9,Female,0-24,predicted,65952,74354,8402
Bangladesh,BGD,2020,10,Female,25-34,predicted,66286,71422,5136
Bangladesh,BGD,2020,11,Female,35-44,predicted,68138,73980,5842
Bangladesh,BGD,2020,12,Female,45-54,predicted,70136,76049,5913
Bangladesh,BGD,2021,1,Female,55-64,predicted,72078,74974,2896
Bangladesh,BGD,2021,2,Female,65-74,predicted,70533,70156,-377
Bangladesh,BGD,2021,3,Female,75-84,predicted,68901,71266,2365
Bangladesh,BGD,2021,4,Female,>85,predicted,67923,79579,11656
Bangladesh,BGD,2021,5,Male,0-24,predicted,67603,72773,5171
Bangladesh,BGD,2021,6,Male,25-34,predicted,67225,77609,10385
Bangladesh,BGD,2021,7,Male,35-44,predicted,67212,91087,23875
Bangladesh,BGD,2021,8,Male,45-54,predicted,67186,89114,21928
Bangladesh,BGD,2021,9,Male,55-64,predicted,67119,75025,7907
Bangladesh,BGD,2021,10,Male,65-74,predicted,67394,70333,2939
Bangladesh,BGD,2021,11,Male,75-84,predicted,69378,72701,3323
Bangladesh,BGD,2021,12,Male,>85,predicted,71336,75595,4259
Bulgaria,BGR,2020,1,Female,0-24,reported,10151,10107,-44
Bulgaria,BGR,2020,2,Female,25-34,reported,9558,9389,-169
Bulgaria,BGR,2020,3,Female,35-44,reported,9361,9145,-216
Bulgaria,BGR,2020,4,Female,45-54,reported,8869,8573,-296
Bulgaria,BGR,2020,5,Female,55-64,reported,8561,8507,-54
Bulgaria,BGR,2020,6,Female,65-74,reported,8295,8318,23
Bulgaria,BGR,2020,7,Female,75-84,reported,8336,8947,611
Bulgaria,BGR,2020,8,Female,>85,reported,8099,8777,678
Bulgaria,BGR,2020,9,Male,0-24,reported,7848,8124,276
Bulgaria,BGR,2020,10,Male,25-34,reported,8565,10090,1525
Bulgaria,BGR,2020,11,Male,35-44,reported,9152,17399,8247
Bulgaria,BGR,2020,12,Male,45-54,reported,10103,17327,7224
Bulgaria,BGR,2021,1,Male,55-64,reported,10088,11378,1286
Bulgaria,BGR,2021,2,Male,65-74,reported,9516,9842,323
Bulgaria,BGR,2021,3,Male,75-84,reported,9323,14585,5259
Bulgaria,BGR,2021,4,Male,>85,reported,8796,15515,6716
Bulgaria,BGR,2021,5,Female,0-24,reported,8516,11096,2576
Bulgaria,BGR,2021,6,Female,25-34,reported,8245,9090,842
Bulgaria,BGR,2021,7,Female,35-44,reported,8287,9152,861
Bulgaria,BGR,2021,8,Female,45-54,reported,8045,9927,1879
Bulgaria,BGR,2021,9,Female,55-64,reported,7821,11729,3905
Bulgaria,BGR,2021,10,Female,65-74,reported,8503,15584,7078
Bulgaria,BGR,2021,11,Female,75-84,reported,9121,16904,7779
Bulgaria,BGR,2021,12,Female,>85,reported,10021,14238,4213
Bahrain,BHR,2020,1,Male,0-24,predicted,448,461,13
Bahrain,BHR,2020,2,Male,25-34,predicted,439,432,-7
Bahrain,BHR,2020,3,Male,35-44,predicted,432,438,6
Bahrain,BHR,2020,4,Male,45-54,predicted,418,427,9
Bahrain,BHR,2020,5,Male,55-64,predicted,402,460,58
Bahrain,BHR,2020,6,Male,65-74,predicted,392,548,156
Bahrain,BHR,2020,7,Male,75-84,predicted,389,547,158
Bahrain,BHR,2020,8,Male,>85,predicted,391,499,108
Bahrain,BHR,2020,9,Female,0-24,predicted,399,475,76
